,artist_name,track_name,track_id,popularity,num_artists,release_month,release_weekday,artist_followers,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_len,artist_len
3761,Gryffin,Nobody Compares To You (feat. Katie Pearlman),17ejRbr6B8l9zdqgCZsn4m,63,2,10,4,384242,81,0.59,0.764,2,-4.735,1,0.0467,0.229,0.0,0.192,0.331,104.911,231291,4,45,7
3762,Bon Iver,Faith,5fLZQWarUISdz4attMFTXl,64,1,8,5,2475471,79,0.453,0.362,1,-11.154,1,0.0319,0.768,0.0148,0.0998,0.181,134.949,217947,4,5,8
3763,Mustard,Surface,0y1lLLaSzHIVQZKHEfwOrm,62,3,6,5,505405,84,0.425,0.475,5,-7.57,0,0.075,0.129,0.0,0.414,0.482,89.554,194195,4,7,7
3764,Dan Bremnes,Up Again,5oEQFH35W5hoNwbYCf5anq,59,1,4,5,19497,52,0.709,0.703,0,-4.946,1,0.0301,0.371,0.000152,0.182,0.847,97.002,161507,4,8,11
3765,Quality Control,Once Again (Lil Yachty feat. Tee Grizzley),0kBW3UVhy7M9OtgbZf3Kn9,60,3,8,5,457546,81,0.84,0.884,10,-4.008,1,0.252,0.2,0.0,0.295,0.782,104.004,167944,4,42,15
3766,Chris Brown,Need A Stack (feat. Lil Wayne & Joyner Lucas),0bM3UGp7nctTP3cowdiDU8,62,3,6,5,9943821,93,0.856,0.843,10,-4.727,0,0.119,0.3,0.0,0.352,0.737,100.01,328800,4,45,11
3767,Fuerza Regida,30 Kilos,4OFZupXwpalIFG1BbbuQt7,61,1,7,4,428293,76,0.811,0.712,6,-3.613,0,0.0315,0.568,0.0,0.105,0.928,119.042,187500,4,8,13
3768,Johnnyswim,Bridges,3VPFV5Xj8QjXDJKl2rVce7,61,1,4,5,159855,64,0.672,0.788,1,-5.822,1,0.121,0.053,1.13e-05,0.112,0.321,87.964,216316,4,7,10
3769,Meghan Trainor,"Badass Woman - From The Motion Picture ""The Hustle""",5Glf3tBr73L1fbO9u4pL7r,67,1,5,5,8223536,82,0.726,0.869,6,-3.978,1,0.0638,0.0181,0.00022,0.332,0.529,112.966,210036,4,51,14
3770,Gucci Mane,Wop Longway Takeoff (feat. Peewee Longway & Takeoff),3Z2KQHeBBzMuIgx4jYtACB,59,3,10,5,2958349,87,0.928,0.717,0,-3.518,1,0.131,0.0852,0.0,0.436,0.403,129.946,120232,4,52,10
3771,The Dip,Sure Don't Miss You,4k6WZXbHUFEZR02X9FhOuT,61,1,2,5,44592,58,0.664,0.586,4,-7.985,0,0.0283,0.334,2.96e-06,0.16,0.727,102.991,174520,4,19,7
3772,Eladio Carrion,Mi Error - Remix,0lbhKycRyqkOMKZ6thzfU4,71,4,11,1,167816,76,0.663,0.841,7,-3.42,1,0.104,0.0985,0.0,0.45,0.432,174.021,315862,4,16,14
3773,Jitka Kubr,Komorebi,7wFCIItq3bxHsgRZVFvU0k,65,1,6,6,117,51,0.423,0.0461,3,-24.909,1,0.0399,0.996,0.928,0.115,0.401,78.829,112000,4,8,10
3774,YBN Cordae,Been Around,5V5MUoJUc1NINhZrmk063n,61,1,7,5,796134,78,0.78,0.428,6,-7.069,0,0.39,0.365,2.24e-06,0.0789,0.549,70.749,203703,4,11,10
3775,IDK,24,3pX767GK22EHwYEYLNEuoo,60,1,9,3,113684,66,0.884,0.572,1,-6.229,1,0.0993,0.0125,0.000359,0.125,0.44,136.114,112943,4,2,3
3776,Pusha T,Coming Home (feat. Ms. Lauryn Hill),0TGyMhttuNwKab2XJMJ1rl,63,2,8,3,1484145,76,0.579,0.718,1,-4.457,1,0.249,0.00121,1.97e-05,0.155,0.529,166.223,209947,4,35,7
3777,Beau Projet,Curiosity,3WEdWvAScE1EcBfErseQnC,63,1,3,4,140,50,0.43,0.256,2,-22.088,1,0.0641,0.985,0.867,0.106,0.173,133.955,155821,4,9,11
3778,Kidz Bop Kids,Sunflower,2fs7BUGWy0nd6HB341pyOV,42,1,11,5,391304,73,0.779,0.604,9,-5.671,1,0.0519,0.206,6.02e-06,0.0734,0.655,90.019,162947,4,9,13
3779,Audien,Favorite Sound,63ZtaTHM7Cu3JEca5xrWi3,62,2,3,5,134847,66,0.631,0.722,1,-3.031,1,0.0324,0.311,0.0,0.153,0.443,105.045,205714,3,14,6
3780,Lenin Ramírez,Hierba de Receta,3ohXKHyHxxuXo8UsRL3h17,63,3,1,4,705639,73,0.666,0.715,9,-5.311,0,0.0374,0.52,0.0,0.465,0.736,115.874,193561,3,16,13
3781,James Arthur,Empty Space,6GFfDRG1Sff3IZaD0TYro4,71,1,10,5,4997596,87,0.546,0.515,1,-5.379,1,0.0563,0.22,0.0,0.0611,0.34,164.792,213307,4,11,12
3782,Rammstein,DEUTSCHLAND,1T8IRUJBga0JXioJZvxjBR,73,1,3,4,3637331,83,0.521,0.895,7,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,322340,4,11,9
3783,Dove Cameron,My Once Upon a Time,6NyXDWD1bH0fwBrShjSydJ,65,1,8,5,1948655,75,0.396,0.475,0,-5.952,1,0.0339,0.593,0.0,0.0894,0.351,121.822,228371,5,19,12
3784,Jon Z,DESPUES QUE TE PERDI,5gsW8TMmNVnevjq13h0Nlp,68,2,3,3,1621136,78,0.762,0.813,8,-3.863,0,0.118,0.248,0.0,0.0795,0.6,108.934,247174,4,20,5
3785,SiR,Fire,6lfYEDqBMdeqNEszf5tQ9Q,61,1,8,5,218995,73,0.678,0.439,5,-10.309,1,0.0497,0.22,9.23e-06,0.303,0.441,132.045,153560,4,4,3
3786,Amy-Leigh Williamson,To Brodie,5ByK15THRduWp3LYKJrx5p,65,1,10,5,32,52,0.408,0.0769,8,-23.389,1,0.0639,0.995,0.963,0.108,0.493,68.972,136000,4,9,20
3787,$uicideBoy$,Killing 2 Birds With 22 Stones ($UICIDEBOY$ X TRAVIS BARKER),5rxrXQ6V5CXu9doBCd67qD,61,3,5,5,1707255,84,0.655,0.743,1,-5.26,1,0.0388,0.00123,2.92e-06,0.47,0.0664,130.031,143259,4,60,11
3788,Fiona Elyse,Flourescent Fields,4CE4KGvCgT26PMowtOeEn0,67,1,8,2,59,54,0.178,0.0242,0,-25.373,0,0.0375,0.989,0.862,0.101,0.0554,75.505,161173,4,18,11
3789,Kidz Bop Kids,Lucid Dreams,5Uae0Q3kmIVqrQUvWOMd7B,42,1,11,5,391304,73,0.646,0.623,0,-7.158,1,0.08,0.156,0.0,0.182,0.436,83.902,206431,4,12,13
3790,Mingmei Hsueh,A Whole New World,6oTaaAaIhm5Y3EhvGNJCBW,64,1,8,7,68,58,0.279,0.0633,0,-26.435,1,0.0486,0.993,0.948,0.106,0.346,173.744,200676,4,17,13
3791,Bruno Major,Old Fashioned,2N0rHlYG5N4fN9HnVis9yj,64,1,2,2,264122,71,0.74,0.242,2,-9.003,1,0.0472,0.736,0.00156,0.0972,0.331,131.987,199904,3,13,11
3792,bbno$,bunk,7FzhBc53MGYpJLI9ckUt2r,62,3,1,5,335688,85,0.905,0.538,1,-7.537,1,0.281,0.0407,0.00293,0.0495,0.903,113.96,151579,4,4,5
3793,Danny Ocean,Veneno,19vrzibX1lFlT2V2ToVQkv,72,1,3,5,1968018,78,0.73,0.664,2,-6.872,0,0.0346,0.372,0.0,0.225,0.719,95.005,222511,4,6,11
3794,Valentino,Cosita (feat. Sech),6ycsFSUUgyOSZiz3P2o1pT,73,4,9,5,107235,64,0.617,0.832,6,-4.508,0,0.228,0.368,0.0,0.146,0.739,169.8,238480,4,19,9
3795,ARTY,Save Me Tonight,1nufXiTCTTAeJfO9hLHvO8,65,1,1,5,131765,66,0.55,0.899,5,-3.284,0,0.0458,0.0113,9.65e-05,0.137,0.408,125.85,170079,4,15,4
3796,TWICE,Breakthrough,4270Icl47bsR6qAfSfpqP4,53,1,11,3,4229340,83,0.868,0.728,6,-3.338,0,0.11,0.0439,0.0,0.0975,0.616,112.006,217651,4,12,5
3797,Josh A,Outbreak,0RKnn4MBqWp0yhPX3qOLZj,53,2,11,6,189695,74,0.69,0.887,1,-4.971,1,0.315,0.0813,0.0,0.174,0.761,152.109,134215,4,8,6
3798,Moneybagg Yo,Word 4 Word,1z8QbRI9w0F4ny1ipjZv3N,58,1,5,5,1047039,77,0.825,0.555,0,-5.775,0,0.206,0.0296,0.0,0.239,0.424,127.964,205275,4,11,12
3799,Jaden,K,1cXa22Jmxjt6SI2oZ1NRM1,62,2,7,5,961780,79,0.492,0.635,1,-6.779,0,0.371,0.265,0.0,0.122,0.177,174.148,280720,4,1,5
3800,Quality Control,"Pastor (Quavo, City Girls feat. Megan Thee Stallion)",4awve4McsKOqVuOpAbg6BF,60,4,8,5,457546,81,0.822,0.626,1,-6.952,1,0.35,0.15,0.0,0.114,0.498,180.112,160014,4,52,15
3801,Brooks & Dunn,Red Dirt Road - with Cody Johnson,5zMy6fM0mZebBMBZQuAVEA,58,2,4,5,1255646,75,0.595,0.44,4,-7.795,1,0.0309,0.629,4.71e-06,0.0914,0.336,128.334,236973,4,33,13
3802,Snakehips,Summer Fade (feat. Anna of the North),3UIGE2FXaUUcYWA31Og0XO,66,2,8,3,299611,71,0.618,0.657,10,-5.176,1,0.0594,0.00378,0.0179,0.223,0.457,179.913,204711,4,37,9
3803,TWICE,Be OK,7Cyj9DCOFZpMHa5bi42dlA,52,1,11,3,4229340,83,0.854,0.714,0,-4.641,1,0.149,0.0305,0.0,0.0413,0.634,115.017,188840,4,5,5
3804,Alex Hall,Half Past You,0LmNCnjVZvqFsE6zIGRT2W,59,1,8,5,617,46,0.664,0.857,8,-3.898,1,0.0305,0.0286,0.0,0.0959,0.901,109.94,171967,4,13,9
3805,Jonas Blue,I Wanna Dance,1CW7tYkpJ95c7bQkRf6CcK,70,1,7,5,2426342,85,0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026,184582,4,13,10
3806,Céline Dion,For The Lover That I Lost,5BWl9CnbPAUOi3N5TcgaXe,59,1,11,5,3040364,81,0.422,0.295,4,-10.34,1,0.0334,0.869,0.0,0.104,0.488,137.348,174053,4,25,11
3807,Future,Jumpin on a Jet,1I3ZAmPmbFV78oNKnibOiW,61,1,1,5,8145758,89,0.824,0.595,11,-6.346,1,0.091,0.0571,3.7e-06,0.0876,0.157,140.039,137134,4,15,6
3808,88rising,Gold Coast,2f40gs0QFsXr6u656dI1xn,62,2,10,5,350997,80,0.577,0.649,0,-8.447,1,0.0313,0.132,0.0,0.339,0.266,129.97,241846,4,10,8
3809,SAINt JHN,I Can Fvcking Tell,3vkJQv4A2LPtVQYJbWhIQ0,62,1,8,5,194562,77,0.689,0.38,10,-8.491,1,0.0324,0.72,1.62e-06,0.153,0.234,97.991,203919,4,18,9
3810,Céline Dion,Say Yes,2ngyOpuAkiHKwGokCDZK7b,59,1,11,5,3040364,81,0.306,0.161,11,-12.671,0,0.0453,0.665,0.0,0.107,0.141,188.002,212400,4,7,11
3811,Ali Gatie,It's You - Acoustic,3FSJBFKoBD4xHuj9F1UUPM,67,1,8,5,355111,82,0.818,0.215,11,-10.269,0,0.0441,0.902,0.0,0.116,0.578,95.85,220126,4,19,9
3812,Kidz Bop Kids,Talk,7IczUNKOQ8Qx6CVw2sOWK5,41,1,11,5,391304,73,0.856,0.515,4,-6.8,0,0.0616,0.119,0.0,0.253,0.791,136.07,189560,4,4,13
3813,Bon Iver,U (Man Like),2a8HLMRc6E0AM4xXiQ4wh6,63,1,8,5,2475471,79,0.606,0.264,6,-10.152,1,0.0243,0.943,5.63e-05,0.118,0.319,95.021,145720,4,12,8
3814,Kidz Bop Kids,Sucker,5nJQhwwc981zjGDPgzb9mm,41,1,11,5,391304,73,0.774,0.756,11,-6.404,1,0.0421,0.0565,3.54e-06,0.0544,0.975,137.974,172187,4,6,13
3815,Kidz Bop Kids,7 Rings,2fOmk4x4OJZsjK60kjW7KZ,41,1,11,5,391304,73,0.83,0.467,3,-8.606,0,0.365,0.787,0.0,0.0958,0.492,140.072,176907,4,7,13
3816,Kidz Bop Kids,Never Really Over,6ekMu8hU06ARmgBXFRmwYe,41,1,11,5,391304,73,0.768,0.672,8,-5.574,1,0.156,0.255,0.0,0.12,0.495,100.023,205827,4,17,13
3817,Kidz Bop Kids,If I Can't Have You,1WIBXNqTOr8xqvhvagVtAH,41,1,11,5,391304,73,0.804,0.778,2,-6.313,1,0.0674,0.562,0.0,0.232,0.902,123.934,192893,4,19,13
3818,TWICE,How u doin',3SSsWyiigwW44UO14r1HzQ,52,1,11,3,4229340,83,0.677,0.745,7,-3.771,0,0.0463,0.0237,0.0067,0.0541,0.43,83.482,209467,4,11,5
3819,Omotesando,Diverse Path,12ueCnX0Agcf6dS5SZbjiw,66,1,6,1,89,53,0.234,0.00396,1,-31.261,0,0.0369,0.989,0.861,0.108,0.105,71.253,225604,3,12,10
3820,Mansionair,Astronaut (Something About Your Love),1XXqmnOgL9k9lcRT3hncTf,61,1,3,5,107270,66,0.733,0.552,5,-8.732,0,0.0963,0.216,0.00511,0.11,0.343,106.048,202695,4,37,10
3821,Deante' Hitchcock,How TF,3OKjt7tEwniRCq984dsx7f,61,2,11,2,15880,55,0.733,0.824,6,-4.341,1,0.289,0.592,0.00042,0.217,0.913,83.812,241213,4,6,17
3822,Dermot Kennedy,Without Fear,3Doq8xlDwB0x4UpGrxrvos,67,1,10,5,438902,81,0.293,0.413,2,-8.56,1,0.0357,0.137,0.000164,0.11,0.194,131.145,319057,4,12,14
3823,Lil Durk,U Said (feat. A Boogie Wit da Hoodie),209r8VXhRUVmv7A4VnX4fD,60,2,8,5,1271037,80,0.839,0.477,1,-5.973,1,0.32,0.0877,0.0,0.112,0.275,103.003,168482,4,37,8
3824,Charli XCX,1999,3WGJSY8JaGliVIJyMig5aS,67,2,9,5,1869026,81,0.745,0.728,7,-4.686,1,0.034,0.0183,1.5e-06,0.14,0.625,124.016,189200,4,4,10
3825,Green Day,"Fire, Ready, Aim",3I8Ri6tLa4QA11MMdZywtM,67,1,10,3,9833703,84,0.448,0.925,11,-3.839,1,0.045,3.22e-05,0.0,0.392,0.917,156.053,112940,4,16,9
3826,Céline Dion,Baby,5x5TmxjilpvdOkdM2JgTeI,58,1,11,5,3040364,81,0.647,0.549,1,-6.499,1,0.0302,0.177,0.0,0.0917,0.495,89.964,214987,4,4,11
3827,Dom Dolla,San Frandisco,3T00mhdOYUuM5yiuPs3xhs,67,1,9,5,47064,66,0.779,0.937,9,-6.269,0,0.0496,0.0443,0.101,0.0912,0.49,125.025,185000,4,13,9
3828,Gus Dapperton,My Favorite Fish,0YBvPvnfflEzgc3GV9vzKA,61,1,4,5,215053,67,0.647,0.65,5,-3.848,0,0.0449,0.322,0.0,0.34,0.677,74.0,215676,4,16,13
3829,Steven Malcolm,Even Louder,3H8M5OvYVupSFCOOcAwi5l,59,2,4,5,27210,54,0.515,0.742,7,-4.617,1,0.0614,0.318,0.0,0.119,0.161,85.116,209647,4,11,14
3830,Maggie Rogers,Past Life,3Y8XpUFQzTGSEDuApfyJV1,60,1,1,5,496664,76,0.483,0.099,9,-11.179,0,0.0348,0.937,0.0,0.0759,0.263,110.34,216027,4,9,13
3831,Aron Risa,Whenever You Are With Me,2E4e5HgV9h58cJdYcZpEX0,65,1,10,5,22,51,0.531,0.0654,8,-20.78,0,0.0612,0.995,0.95,0.132,0.71,83.134,146000,3,24,9
3832,Céline Dion,Nobody's Watching,7dVNZOaE01cuKYtt6bwshE,59,1,11,5,3040364,81,0.525,0.573,6,-7.726,0,0.35,0.234,0.0,0.105,0.651,78.753,192307,4,17,11
3833,Julia Michaels,Into You,1wkHhcUnVOMhLtA79dQaQx,63,1,1,4,2350227,86,0.692,0.471,9,-7.124,1,0.0487,0.254,0.0,0.236,0.827,158.004,192373,4,8,14
3834,blink-182,On Some Emo Shit,6p9sPxEVx6Y2eiyh6JtRZD,63,1,9,5,5473396,83,0.475,0.826,11,-6.121,0,0.0532,0.0222,0.0,0.659,0.422,167.071,189693,4,16,9
3835,Nina Nesbitt,Black & Blue,0GbbYkMmWczA8FrBaxwFVv,67,1,9,5,211508,74,0.673,0.679,9,-7.529,0,0.0341,0.61,0.00086,0.112,0.587,141.986,191257,4,12,12
3836,CARYS,Princesses Don't Cry,2j3BmbOK0ZElUhsKH7q7eh,73,1,10,5,2392,59,0.626,0.595,0,-4.975,0,0.0288,0.285,0.0,0.0859,0.65,74.986,212107,4,20,5
3837,Carin Leon,Tu Amor Barato,2bbYlh9joTAJbOyNXGNTGr,63,1,8,5,183541,74,0.739,0.562,3,-3.947,1,0.0317,0.604,6.03e-06,0.0856,0.923,147.941,148176,4,14,10
3838,Yung Pinch,Big Bags,5RinaBestzcjKUGzW0cMkn,55,1,11,3,307762,71,0.737,0.458,11,-7.06,0,0.0776,0.0265,0.0,0.102,0.377,141.947,211251,4,8,10
3839,ROLE MODEL,that's just how it goes,4J4rJEaVpgr2tHwX6Jd13H,60,1,11,3,43977,64,0.778,0.629,7,-5.011,0,0.031,0.189,0.000293,0.149,0.48,108.023,166400,4,23,10
3840,King Princess,Tough On Myself,5xsMjI3OpPxu2fmqOSvF6l,61,1,10,5,509960,76,0.533,0.591,8,-6.523,0,0.0607,0.559,0.0214,0.103,0.49,132.252,223507,3,15,13
3841,Kidz Bop Kids,Easier,5xCqjI9lDCfsmqvxEjs6A1,41,1,11,5,391304,73,0.708,0.488,2,-7.084,0,0.0938,0.239,0.0,0.0911,0.785,88.064,161067,4,6,13
3842,PRETTYMUCH,Gone 2 Long,0V6p1at8MSW6WEhSp5EzVG,63,1,5,2,703137,76,0.715,0.357,0,-9.001,1,0.0558,0.418,1.66e-06,0.114,0.388,119.902,195013,4,11,10
3843,Minik Knudsen,Drømme,3ScyefUwfkGi0g6CaCemRc,65,1,6,6,63,52,0.304,0.007,11,-33.858,0,0.0414,0.993,0.902,0.0835,0.0759,65.147,253000,3,6,13
3844,DDG,ALMOST,4UJdEn1sYTNyerQei1fBSA,59,1,11,5,165495,67,0.868,0.463,8,-5.877,0,0.125,0.23,0.0,0.0784,0.769,157.942,153595,4,6,3
3845,Jay Critch,Don't @ Me,4fjioVQQZrvHz5oyu6SZ87,59,1,5,5,437984,70,0.896,0.614,0,-6.317,1,0.389,0.115,0.0,0.111,0.421,129.969,162507,4,10,10
3846,As I Lay Dying,My Own Grave,6bDoeNLCA32SYhTzIk5w5y,61,1,9,5,508769,67,0.475,0.994,5,-4.978,0,0.25,0.000113,0.0127,0.0535,0.0399,125.033,253318,4,12,14
3847,Lauren Daigle,What Child Is This,1QxElQDWS0XFchi2LGkYX6,0,1,11,5,1015746,77,0.728,0.344,9,-10.672,0,0.0388,0.716,0.0,0.117,0.387,130.025,195253,3,18,13
3848,Kanales,Ruleteando el Mezcal,1gkNyiKytsqTHBDa68IZjr,62,1,8,5,151052,62,0.848,0.596,5,-4.596,1,0.054,0.639,1.77e-06,0.295,0.965,106.923,191693,3,20,7
3849,Lauren Daigle,Silent Night,2dh540Fy0WKa1jCM9kquEp,0,1,11,5,1015746,77,0.466,0.11,5,-15.091,1,0.0284,0.94,0.0,0.113,0.192,67.687,278333,3,12,13
3850,EDEN,untitled,35XEfip4wHj4HwLYyPDWT5,63,1,10,2,696370,75,0.485,0.29,8,-11.682,1,0.0402,0.971,0.00358,0.147,0.327,83.622,216250,4,8,4
3851,Lauren Daigle,White Christmas,3KCwsF0OpGQ3pPuhSeHMPz,0,1,11,5,1015746,77,0.609,0.311,5,-11.435,0,0.16,0.632,0.00112,0.14,0.412,110.095,227973,4,15,13
3852,Flipp Dinero,Fritolays (feat. Jay Critch),2hCDk75YvOLcNlrdlRtzRO,51,2,11,5,443980,73,0.948,0.538,10,-7.527,0,0.408,0.0212,0.0,0.0944,0.588,122.98,229122,4,28,12
3853,The Black Keys,Walk Across The Water,5AEyKKiz6YPTLR7EDFLqMS,62,1,6,5,3037268,78,0.418,0.583,9,-7.296,1,0.0257,0.329,0.769,0.238,0.327,79.594,235842,4,21,14
3854,Willie Jones,Whole Lotta Love,3i2jedSUrOgRrkkX5HjjvS,60,1,10,5,6429,58,0.562,0.592,9,-4.476,1,0.0711,0.224,0.0,0.439,0.627,143.999,178777,4,16,12
3855,Future,Government Official,2QEnZJ8FwpBoyLKcFcgceT,61,1,6,5,8145758,89,0.801,0.774,1,-5.125,1,0.157,0.0365,3.03e-06,0.114,0.321,144.988,150760,4,19,6
3856,X Ambassadors,HEY CHILD,5j0oqJkeHoXjtPCgz9hMmd,65,1,6,5,1831920,79,0.697,0.661,5,-5.535,1,0.0453,0.00499,2.77e-06,0.0773,0.546,112.016,208653,4,9,13
3857,Eric Bellinger,Surprise Me,6APrIcDCv4AHgbQrxqOC8e,54,1,11,5,511690,72,0.811,0.659,1,-5.06,1,0.194,0.0317,0.0,0.092,0.33,149.975,166393,4,11,14
3858,dodie,Boys Like You,73yR3kAdE531RRYUdFLWad,65,1,9,5,576982,70,0.74,0.395,11,-11.24,0,0.347,0.916,5.05e-05,0.102,0.61,127.086,180826,4,13,5
3859,Calma,Remedy,7uXuh0yrYHyOXV3S8dgjGn,60,1,8,6,2520,61,0.296,0.16,2,-23.075,1,0.0432,0.964,0.914,0.103,0.0391,62.824,169367,3,6,5
3860,Ryan Hurd,Platonic,4qbfKWLMnYXdhhQ8Q3uRXn,59,1,9,5,63587,66,0.71,0.667,10,-7.282,1,0.0308,0.0143,7.14e-06,0.0978,0.643,130.0,151671,4,8,9
3861,Ruben,Lay By Me,5xQ1yxKzTuPcSNO9FP0lNS,75,1,5,5,18824,67,0.461,0.195,10,-7.301,1,0.0352,0.873,0.0,0.11,0.381,110.193,170831,4,9,5
3862,Yung Tory,Netflix & Chill (feat. Fenix Flexin),5pgOjtwyKuzOVj8QAMKdJB,59,2,2,5,58292,61,0.789,0.535,1,-7.254,1,0.0923,0.317,0.0,0.117,0.773,89.039,173933,4,36,9
3863,Junior H,La M4,4grxcNFR2p7rb0Lq1uEFRO,61,1,10,4,33947,69,0.742,0.506,2,-5.864,0,0.0262,0.347,0.0,0.223,0.451,104.983,165406,3,5,8
3864,Cavetown,Talk to Me - Live at Hoxton Hall,06JLXBObNIZQp4jnUeFEFn,0,1,11,5,684460,75,0.594,0.307,4,-9.441,1,0.0375,0.615,0.0,0.708,0.234,128.618,316233,4,32,8
3865,Cavetown,Dear - Live at Hoxton Hall,0RtWlk9X9HjooEMxuyWMEd,0,1,11,5,684460,75,0.461,0.242,7,-7.437,1,0.0291,0.793,0.0,0.716,0.148,70.662,320736,4,26,8
3866,Cavetown,Feb 14 - Live at Hoxton Hall,1VKvhM1Z0564ArGGKvSYI7,0,1,11,5,684460,75,0.527,0.196,7,-14.616,1,0.0354,0.843,6.43e-06,0.709,0.242,115.709,259536,4,28,8
3867,Cavetown,Things That Make It Warm - Live at Hoxton Hall,2MTvXk8E2Lm2dkgu4Jwm7j,0,1,11,5,684460,75,0.477,0.149,2,-18.154,1,0.0387,0.689,0.0,0.703,0.334,122.262,183337,3,46,8
3868,Cavetown,Just Add Water - Live at Hoxton Hall,3a5ewGkgccWzjE31xD2mTt,0,1,11,5,684460,75,0.516,0.137,0,-10.383,1,0.0323,0.895,0.0,0.711,0.136,134.821,264046,4,36,8
3869,Cavetown,Boys Will Be Bugs - Live at Hoxton Hall,4rR8Y0WTMV7aV9gShv4oUm,0,1,11,5,684460,75,0.651,0.756,0,-6.005,1,0.0279,0.381,0.0,0.893,0.609,88.288,279625,4,39,8
3870,Cavetown,Advice - Live at Hoxton Hall,5AWULaFp4cqXXr82LXkDP1,0,1,11,5,684460,75,0.675,0.646,0,-7.682,1,0.0329,0.696,1.75e-06,0.67,0.415,107.091,270219,4,28,8
3871,Cavetown,Green - Live at Hoxton Hall,5ESPZDIqe8cNjH7AgwDCJW,0,1,11,5,684460,75,0.537,0.487,2,-7.557,1,0.0292,0.454,0.0,0.688,0.292,140.604,263290,4,27,8
3872,Cavetown,888 - Live at Hoxton Hall,5Rme6EiS3Bpu2bZ9Lm2dKe,0,1,11,5,684460,75,0.429,0.207,0,-11.544,1,0.0327,0.839,0.0,0.729,0.131,79.774,239859,3,25,8
3873,Cavetown,Lemon Boy - Live at Hoxton Hall,5Whg7oedHh9U0OyAKF6HKt,0,1,11,5,684460,75,0.588,0.471,2,-8.619,1,0.0299,0.26,0.0,0.701,0.325,138.689,336550,4,31,8
3874,Cavetown,Devil Town - Live at Hoxton Hall,5g5OkvTCap0ici96lntkP3,0,1,11,5,684460,75,0.414,0.449,5,-8.589,1,0.0392,0.709,9.52e-06,0.681,0.207,74.307,299005,4,32,8
3875,Cavetown,Juliet - Live at Hoxton Hall,6yxIpOHWZpEuk7xmSAqEA7,0,1,11,5,684460,75,0.578,0.534,1,-5.418,1,0.0261,0.753,0.0,0.933,0.338,130.711,323677,4,28,8
3876,Cavetown,Home - Live at Hoxton Hall,74eTxGG9dTmUoHXsURyksW,0,1,11,5,684460,75,0.463,0.262,0,-11.597,1,0.0358,0.905,4.1e-05,0.708,0.111,120.347,321784,4,26,8
3877,RANCUL,Piano Eléctrico,658ysPC6WdtiRSQjiv2AJZ,63,1,7,5,95,52,0.532,0.204,2,-19.805,1,0.0477,0.851,0.96,0.108,0.0399,120.09,105627,3,15,6
3878,Natanael Cano,El de la Codeina,3xb1Hphyjz8grn5nG5oX7W,47,1,11,5,101604,76,0.798,0.776,11,-2.24,0,0.0319,0.273,0.0,0.261,0.822,107.322,176865,1,16,13
3879,Denzel Curry,ZUU,5sG65w8uKtjsJw7nc845Nc,62,1,5,5,1049107,78,0.678,0.509,2,-8.494,0,0.138,0.15,0.0,0.489,0.351,141.037,126000,4,3,12
3880,Cody Simpson,Underwater,0yVAi0bRRQjgKSrBsnB8R9,64,1,2,5,1168305,69,0.642,0.608,9,-7.514,1,0.0357,0.12,0.000118,0.103,0.303,97.017,208960,4,10,12
3881,Catie Turner,Home,54DyAg16LVrEZflunc6UDY,61,1,6,5,35189,62,0.36,0.177,11,-12.024,0,0.0345,0.927,0.0,0.0911,0.323,112.997,207837,4,4,12
3882,Passion Pit,I Found U,6jSPbxZLd2yemJTjz2gqOT,62,2,5,3,1028801,67,0.53,0.731,8,-5.299,1,0.0453,0.0713,2.59e-06,0.109,0.385,123.943,207343,4,9,11
3883,Young Spool,WTF,7iZw6wgm7duXlA1uT5ACxF,64,2,7,7,2445,51,0.82,0.791,8,-5.736,1,0.324,0.372,6.22e-05,0.471,0.902,172.094,89293,4,3,11
3884,Boy In Space,7UP,4cB00WOFuQFLoDpnydcx8c,63,1,5,4,21608,65,0.616,0.469,0,-7.38,1,0.027,0.0167,0.0,0.111,0.233,135.035,203555,4,3,12
3885,DJ Snake,SouthSide (feat. Eptic),3qgtGhoCutbBX73cd6ArCW,65,2,7,4,6056278,87,0.571,0.94,1,-3.637,1,0.0883,0.0114,0.0128,0.572,0.555,149.959,252800,4,23,8
3886,Duckwrth,Crush,3aUviSdBVbsdmH406j5GZC,62,1,8,5,125331,74,0.873,0.479,5,-6.683,1,0.222,0.656,8.13e-06,0.19,0.945,108.014,135013,4,5,8
3887,girl in red,i'll die anyway.,7yyJF1BYBaCifNmO1RGhv7,64,1,7,3,491320,74,0.472,0.627,0,-6.895,1,0.0289,0.000427,0.574,0.0798,0.172,157.909,192612,4,16,11
3888,Roy Woods,Bubbly,2rGgIteiX209jWcsbS1MXq,64,1,9,4,636803,70,0.773,0.544,1,-7.183,1,0.101,0.173,0.0,0.108,0.355,94.979,230750,4,6,9
3889,Elevation Worship,Gone,34MQWdj6qdQSgePOdM9SPp,60,1,8,5,705263,76,0.462,0.913,10,-5.845,1,0.0628,0.00784,0.0,0.979,0.473,82.001,250571,4,4,17
