,artist_name,track_name,track_id,popularity,num_artists,release_month,release_weekday,artist_followers,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_len,artist_len
3890,Moneybagg Yo,On My Soul (feat. Lil Durk),3inCHKMqkGpK7sH5DA9P03,58,2,5,5,1047039,77,0.788,0.571,7,-6.283,0,0.278,0.0382,0.0,0.101,0.578,139.98,175015,4,27,12
3891,88rising,Need Is Your Love,3wXibFToBaopIpUG7NZP6Y,63,3,10,5,350997,80,0.677,0.667,6,-6.933,0,0.0397,0.0607,1.32e-06,0.0978,0.274,104.983,158838,4,17,8
3892,Future,Please Tell Me,4ANFPo7dzs2DdPuONXC9bp,60,1,6,5,8145758,89,0.881,0.549,10,-5.589,1,0.272,0.0091,0.0,0.137,0.202,144.019,204520,4,14,6
3893,The Head and the Heart,I Found Out,2IxOGK5JJIhi2Alx5BA7oe,61,1,5,5,752083,74,0.605,0.713,2,-5.353,1,0.0295,0.0131,0.0,0.445,0.458,103.342,233039,4,11,22
3894,Mounia Abraham,When You Wish Upon a Star,4oC2OjhMIebaOtUXyqw4P8,65,1,9,1,28,55,0.661,0.0322,4,-18.903,1,0.0673,0.991,0.871,0.0783,0.265,78.922,161892,4,25,14
3895,SOB X RBE,Legend,50ZIULzCWGEPBiyhtKW8Cm,58,1,8,5,320465,68,0.887,0.726,6,-4.108,1,0.254,0.161,0.0,0.115,0.238,100.137,163652,4,6,9
3896,Kota the Friend,Chicago Diner,7xDy9Jii27dcxtdXWugbqz,60,1,5,3,157358,66,0.84,0.574,6,-7.946,1,0.054,0.644,9.65e-05,0.107,0.386,133.057,175038,4,13,15
3897,Kidz Bop Kids,I Don't Care,2iJJ6xdKdaLkFB6qVNaFsS,40,1,11,5,391304,73,0.728,0.639,9,-5.875,1,0.0429,0.223,1.21e-06,0.103,0.948,102.003,221960,4,12,13
3898,Manuel Turizo,Sola,0KHhNlHN5lWn7q332PiPys,73,1,8,5,4719099,88,0.704,0.706,11,-5.233,0,0.111,0.483,0.0,0.0965,0.856,92.965,195044,4,4,13
3899,Reik,Noche de Paz - Recorded at Electric Lady Studios NYC - Spotify Studios NYC,6lxZad9QvvupcZmt0BwKPJ,53,1,11,5,3357937,86,0.47,0.221,2,-12.411,1,0.0316,0.962,9.04e-05,0.0952,0.139,103.79,124989,3,74,4
3900,TWICE,HAPPY HAPPY,6ZMcwaCE15KXhjsAd5M3Vd,50,1,11,3,4229340,83,0.609,0.932,10,-1.562,1,0.145,0.173,0.000946,0.396,0.755,179.995,206974,4,11,5
3901,Céline Dion,The Chase,6wCNqhSkqWgnON5pAyWRMM,58,1,11,5,3040364,81,0.585,0.495,7,-7.24,1,0.0458,0.298,0.0,0.106,0.289,90.069,229907,4,9,11
3902,Banda Carnaval,Pídeme,3lWG8iEb1q2lXAq7N8lhD5,66,1,6,5,1147500,69,0.706,0.598,8,-2.98,1,0.0338,0.251,0.0,0.2,0.718,136.298,194640,4,6,14
3903,Kidz Bop Kids,ME!,4wK3q7Byj42N9PmfdsdDuD,39,1,11,5,391304,73,0.553,0.841,0,-5.938,1,0.0512,0.0781,0.0,0.108,0.55,182.089,192373,4,3,13
3904,Cavetown,Hug All Ur Friends,3qlTUH2X7flvIYVqH3QGyS,61,1,3,4,684460,75,0.612,0.178,7,-13.082,1,0.0439,0.821,0.0,0.0709,0.0855,129.958,335093,3,18,8
3905,Mingmei Hsueh,Can You Feel The Love Tonight,6KQVHlSUKdIEO91qTNm6Uz,64,1,8,7,68,58,0.404,0.0251,9,-29.059,1,0.0413,0.993,0.96,0.108,0.532,98.777,130625,4,29,13
3906,BLACKPINK,Kick It,6Ks1e4WEUeOGgnTGZ4IMXo,65,1,4,5,9715828,82,0.764,0.787,1,-3.647,0,0.0445,0.0153,0.0,0.0736,0.381,124.949,191226,4,7,9
3907,Rod Stewart,Hot Legs,2I86Y5uXhEozxhfiUjlW3m,0,1,11,5,1679903,77,0.707,0.906,7,-5.771,1,0.0309,0.0368,0.000968,0.661,0.97,112.837,315293,4,8,11
3908,Rod Stewart,Blue Christmas,3B53VRvtr0UD7bkf5kA9s1,0,1,11,5,1679903,77,0.559,0.31,9,-11.375,1,0.0301,0.888,1.93e-06,0.219,0.452,81.999,207480,4,14,11
3909,Rod Stewart,Hang On St. Christopher,54KNayJYRhiuWYtuk2FmGr,0,1,11,5,1679903,77,0.725,0.793,9,-5.928,1,0.0509,0.538,5.77e-05,0.545,0.611,116.931,244267,4,23,11
3910,Rod Stewart,Maybe Baby,7yqxnUK3d8oXXbrtXFxHMc,0,1,11,5,1679903,77,0.657,0.719,4,-9.143,1,0.0289,0.225,0.000121,0.144,0.668,113.975,197347,4,10,11
3911,Jelly Roll,Same Asshole,1b4KQGFYbRqRe2Bx818Kqb,58,1,4,1,230869,68,0.702,0.741,2,-6.987,1,0.104,0.0131,0.0,0.0645,0.468,152.021,206286,4,12,10
3912,9lokknine,Trap Do (feat. Rich The Kid),6e88hougGOSMqhksOBIwkl,60,2,10,5,37887,78,0.873,0.578,2,-6.354,1,0.336,0.0318,0.0,0.102,0.702,100.011,172840,4,28,9
3913,Landon Cube,Makeup,3tbwvC8nj6ZjRSHWeDfBdK,60,1,6,5,161191,73,0.588,0.685,2,-4.116,1,0.0394,0.00835,0.0,0.11,0.181,169.983,194933,4,6,11
3914,Future,XanaX Damage,3tZ4zv4UuenjJGSNUMfBNG,60,1,6,5,8145758,89,0.551,0.609,7,-8.975,1,0.143,0.368,0.000154,0.192,0.324,139.084,104013,4,12,6
3915,Maren Morris,A Song for Everything,69fiYWZsqPB7BVhJJODKQJ,61,1,3,5,405166,81,0.578,0.569,1,-7.862,1,0.0356,0.159,0.0,0.105,0.187,100.038,194453,4,21,12
3916,Josh A,Save Me,7eCiNq2CqqkRZKF3vd5nGz,52,1,11,6,189695,74,0.687,0.525,5,-8.468,0,0.0738,0.142,4.31e-05,0.117,0.389,77.02,181168,4,7,6
3917,[ocean jams],Nova,3T1XiXsh1d6ZK7nJTxf50s,63,1,5,5,6046,60,0.82,0.535,0,-5.193,1,0.0356,0.197,0.893,0.11,0.51,162.023,139032,4,4,12
3918,Judah & the Lion,pictures feat. Kacey Musgraves,1zZIVe9x0JhdhpuQjLTjIM,59,2,8,3,215659,66,0.567,0.542,2,-6.64,1,0.0309,0.309,0.000342,0.0734,0.229,125.16,253869,4,30,16
3919,Kidz Bop Kids,Close To Me,2VKacNvg7haZMLks1dUJpV,39,1,11,5,391304,73,0.534,0.79,1,-5.356,0,0.0402,0.155,0.0,0.26,0.45,144.089,184333,4,11,13
3920,The Lumineers,My Cell,5xhi6dgxwlMPs5IMWVs7b2,58,1,9,5,3447822,81,0.629,0.229,8,-9.29,1,0.029,0.922,0.000611,0.156,0.303,134.535,196280,4,7,13
3921,Los Hijos De Garcia,Calorsito En California (feat. Fuerza Regida),0xPdnHjuVi4eP6R0MviZin,60,2,1,5,217173,65,0.762,0.685,10,-5.272,1,0.0406,0.128,0.000402,0.132,0.909,120.958,175771,3,45,19
3922,Lil Durk,RN4L,4tX0HwqANO5ZlBcSmDERoT,60,1,8,5,1271037,80,0.551,0.535,6,-5.774,0,0.248,0.01,0.0,0.118,0.174,154.177,196272,4,4,8
3923,Céline Dion,Perfect Goodbye,5rQMVyqdiSmkYEAjLABYgl,58,1,11,5,3040364,81,0.546,0.33,2,-6.357,0,0.0329,0.853,0.0,0.0944,0.0854,131.953,208480,4,15,11
3924,Kidz Bop Kids,Who Do You Love,519eXuXDOHsb7SAIkBWEOy,39,1,11,5,391304,73,0.615,0.819,5,-5.191,1,0.0372,0.0485,0.0,0.293,0.573,140.041,204107,4,15,13
3925,Big K.R.I.T.,Prove It (feat. J. Cole),6z7jvqBQtyNLxaKALqT67c,60,2,7,5,530999,67,0.775,0.67,7,-7.95,1,0.251,0.265,3.01e-05,0.106,0.516,147.9,202184,4,24,12
3926,Drake,Draft Day,3W3FVHEDetkiRkkGKDmdir,61,1,8,5,42407710,98,0.673,0.81,8,-3.793,1,0.36,0.0322,0.0,0.133,0.564,166.084,266325,4,9,5
3927,Ellie Goulding,Sixteen - Don Diablo Remix,3jwQwGVERUXo7eaAgL1xAo,69,2,5,5,7171932,86,0.493,0.773,5,-3.791,0,0.157,0.429,7.07e-06,0.0807,0.301,123.149,193548,4,26,14
3928,Viljar Iversen,Silhuett,1Xi70qpx7uDShW9lMNNw4w,65,1,6,6,64,51,0.408,0.0647,7,-21.392,1,0.0448,0.992,0.902,0.107,0.331,72.844,155000,4,8,14
3929,King Von,"Crazy Story, Pt. 3",23TwR29GSeJBfXnXhmDlwR,58,1,9,5,54539,64,0.729,0.73,11,-5.14,0,0.261,0.00165,4.33e-05,0.118,0.41,156.953,191399,4,18,8
3930,Layton Greene,I Love You,0jB5CKm143EmVerqXlIBx5,60,1,8,5,84401,68,0.463,0.531,0,-6.772,1,0.294,0.482,0.0,0.123,0.533,141.894,224059,4,10,13
3931,NIKI,La La Lost You - Acoustic Version,5WkCcSa78lM1Ym4LXzJUiN,67,2,8,7,267153,77,0.606,0.196,1,-11.652,1,0.0553,0.908,0.0,0.348,0.391,100.873,208511,4,33,4
3932,Natanael Cano,Buenos Ratos,6M5NgWwRMEFLt4bx457TTy,61,2,10,4,101604,76,0.555,0.697,9,-5.994,0,0.181,0.488,0.0,0.0762,0.7,139.855,141879,4,12,13
3933,DeathbyRomy,Dangerous (feat. blackbear),7bw4hAqx7oUwvIFKOn0Acq,63,2,7,5,13808,55,0.43,0.626,9,-6.219,0,0.0491,0.0158,0.0,0.38,0.613,99.702,126479,4,27,11
3934,Lauren Daigle,Look Up Child - Recorded at Sound Stage Studios Nashville,4riVBa7E3aPBsQVeDBBWGy,60,1,2,3,1015746,77,0.716,0.59,2,-7.637,1,0.0618,0.51,0.000106,0.0835,0.568,91.003,214573,4,57,13
3935,Céline Dion,Heart of Glass,0WHd3ZHfKuwXLqAx6SAWlU,58,1,11,5,3040364,81,0.472,0.605,0,-6.184,1,0.0494,0.33,0.0,0.0987,0.285,156.003,211973,4,14,11
3936,Breaking Benjamin,So Cold - Aurora Version,5Tf4MPGrj8WP554gwvath3,62,1,11,5,2654383,77,0.545,0.911,1,-2.652,1,0.0367,0.000558,0.000289,0.104,0.392,76.571,272546,4,24,17
3937,Shaman,In Light Rain With Thunder Closing In,4nIlb1h6Iu7i8auJyFModK,61,1,9,2,341,66,0.0775,0.329,1,-23.286,1,0.0668,0.000212,0.862,0.229,0.0935,76.199,141000,4,37,6
3938,Sada Baby,Bloxk Party (feat. Drego),2y6T22z0VqKK1R8UwI0MvJ,58,2,1,5,88096,61,0.655,0.555,10,-7.823,0,0.111,0.0491,0.0,0.116,0.18,172.047,207830,4,25,9
3939,Audrey Mika,Y U Gotta B Like That,2Wq9wjMTn2qD1zlfRYJtv8,62,1,6,7,56937,56,0.727,0.401,9,-6.696,1,0.0657,0.309,0.0,0.0572,0.793,91.999,155054,4,21,11
3940,Tee Grizzley,Locked Up,4k4RSGqkCRnQBbivzeCu2H,59,1,6,5,1558899,78,0.766,0.673,11,-5.15,1,0.345,0.295,0.0,0.0889,0.541,144.859,203586,4,9,12
3941,Kidz Bop Kids,Shallow,4YTrXspnFsoKPIbK86Inhz,38,1,11,5,391304,73,0.579,0.374,7,-7.774,1,0.0309,0.251,0.0,0.165,0.359,95.955,209347,4,7,13
3942,Espen Holmén,Someday,21c3IxNNDGu9F7buYHtU6n,64,1,8,4,16,53,0.697,0.161,2,-15.553,1,0.085,0.993,0.925,0.112,0.288,75.781,276543,3,7,12
3943,Kidz Bop Kids,Mi Gente,2KtrPdCrJJ7uJc6GNWDVjy,38,1,11,5,391304,73,0.801,0.752,10,-5.394,1,0.0421,0.0124,4.5e-06,0.157,0.675,104.961,187000,4,8,13
3944,Yungeen Ace,Freestyle,3debvatn8F7zbMUmqxadSL,58,1,8,1,245344,68,0.828,0.642,5,-7.53,1,0.265,0.0124,0.0,0.264,0.605,130.036,135901,4,9,11
3945,Chieloka,Hiraeth,5DNpEwASbbGXz9wbr0ex6v,65,1,6,5,33,52,0.0926,0.00624,7,-33.736,0,0.0394,0.989,0.867,0.106,0.0646,73.61,181000,4,7,8
3946,Blue Wednesday,Murmuration,4pI7VTiN59CZnGJUgVZPoy,64,2,3,3,9492,53,0.686,0.373,11,-16.007,0,0.118,0.532,0.926,0.075,0.203,83.203,156000,4,11,14
3947,gnash,dear insecurity (feat. ben abraham),3fxldvXG3wRdUO6XmdO9pE,63,2,1,5,1300524,77,0.659,0.348,5,-8.227,1,0.151,0.519,0.0,0.339,0.582,84.376,218929,4,35,5
3948,Mereba,Sandstorm (feat. JID),1NlWBpNYAnFT7gMGyC0Y1M,61,2,2,3,43602,62,0.637,0.512,2,-10.027,1,0.0978,0.59,0.000464,0.0712,0.33,109.492,179027,5,21,6
3949,Kidz Bop Kids,MIA,2zvUbHRNbt7pcmf7zZH6X8,38,1,11,5,391304,73,0.756,0.72,4,-5.432,0,0.0467,0.0258,0.0,0.123,0.301,97.014,191507,4,3,13
3950,Micah Tyler,AMEN,4n34k2s6RTpiBX1ueLGeRf,58,1,10,5,50263,57,0.55,0.718,10,-5.634,1,0.0459,0.0282,0.0,0.102,0.357,96.428,177202,4,4,11
3951,ROSALÍA,Milionària,2K3bjojp1sCLdMMoO5lJ2p,74,1,7,3,1849499,85,0.857,0.574,8,-6.441,1,0.416,0.602,1.24e-06,0.0663,0.906,116.008,138371,4,10,7
3952,Dijon,Drunk,2cUV93Y7FLGR42ycRRf0bL,60,1,2,3,52506,62,0.472,0.431,10,-6.593,1,0.0614,0.0687,0.0,0.215,0.284,123.799,191750,4,5,5
3953,MadeinTYO,Stop Calling (feat. Key Glock & Tay Money),570fgRkd58jDYC4uYAg74V,60,3,9,5,871723,78,0.929,0.437,10,-5.98,1,0.41,0.233,3.26e-06,0.096,0.38,140.038,193747,4,42,9
3954,WALK THE MOON,Timebomb,6GqRl2u7LIW93T8Vi5LnXU,63,1,1,5,1451772,73,0.583,0.778,5,-4.766,1,0.0403,0.000276,0.0,0.621,0.446,122.053,218589,4,8,13
3955,Big K.R.I.T.,Ballad of the Bass (My Sub V),70hi6lIgmlvSfpsyL0luSl,56,1,11,5,530999,67,0.767,0.67,5,-5.041,0,0.246,0.0392,4.16e-05,0.127,0.278,165.004,249455,4,29,12
3956,Céline Dion,How Did You Get Here,10EKspzFS9IGVjDEoA3ONl,57,1,11,5,3040364,81,0.62,0.559,7,-4.885,1,0.0338,0.197,0.0,0.121,0.308,97.031,261867,3,20,11
3957,Céline Dion,I Will Be Stronger,1lVy2cnMNUqcg3rC0sljXl,57,1,11,5,3040364,81,0.65,0.379,4,-7.3,0,0.0451,0.663,0.0,0.11,0.29,76.241,207013,4,18,11
3958,Mariah,Perreito,5LsUdPeqmKVGlPJre2sIRt,74,1,6,5,13191,70,0.728,0.611,0,-3.614,1,0.0922,0.183,0.154,0.124,0.526,180.014,121240,4,8,6
3959,Only The Family,Blika Blika,7JZcAqi7BMcKxlvf55rMfX,60,2,11,5,13965,59,0.847,0.561,9,-6.335,1,0.207,0.00367,0.0,0.158,0.399,160.051,122056,4,11,15
3960,Grupo 360,Seguimos Laborando - En Vivo,464F0JTwP8PjLQocetUEEE,64,2,6,5,141482,63,0.609,0.537,7,-9.26,0,0.0543,0.198,1.24e-05,0.319,0.811,92.476,201015,4,28,9
3961,Kidz Bop Kids,Nothing Breaks Like A Heart - US Version,5TqfQ5U7SumwYrIMERVniU,38,1,11,5,391304,73,0.638,0.809,7,-6.363,1,0.0543,0.0791,0.0,0.261,0.491,114.077,205427,4,40,13
3962,NGHTMRE,REDLIGHT,0waK9D203FQO5FpMmfjxBw,63,2,3,4,332129,70,0.611,0.931,4,-4.189,0,0.354,0.198,0.0,0.444,0.225,129.903,135380,3,8,7
3963,Kidz Bop Kids,Electricity,4KjANrFBKn4gDa3xzkOs8P,38,1,11,5,391304,73,0.61,0.756,0,-5.994,1,0.0576,0.0165,0.0,0.32,0.623,118.076,224040,4,11,13
3964,Craig Xen,RUN IT BACK!,7dAjrcykxdDA87r4zPUTEU,61,2,6,3,107449,67,0.867,0.403,6,-8.996,0,0.274,0.0535,7.73e-06,0.185,0.38,138.001,126798,4,12,9
3965,Dreamscaper,Alphascape,4lKKUuaimK9rLWvnmNKKBr,59,1,7,3,469,67,0.145,0.0206,10,-34.341,1,0.04,0.99,0.832,0.104,0.0339,140.224,198856,5,10,11
3966,Upchurch,Some Days,5UW6kmsyuL4C7A3DrXYg0M,58,1,9,2,494013,74,0.732,0.673,0,-5.89,0,0.0522,0.275,0.0,0.418,0.494,140.187,182724,4,9,8
3967,Kidz Bop Kids,"Thank U, Next - US Version",4R1LY0jQmulagc1JvpiXsO,37,1,11,5,391304,73,0.731,0.789,1,-7.189,1,0.225,0.706,0.0,0.358,0.619,107.009,202333,4,26,13
3968,Drake,Little Bit (feat. Lykke Li),524wvipGqxPKYWxkjf9y46,61,2,2,5,42407710,98,0.758,0.888,11,-4.899,0,0.0374,0.0999,0.0336,0.661,0.771,120.392,230484,4,27,5
3969,Free Nationals,Eternal Light,5NM8v7DOexgrrxefEnKR2V,62,2,10,2,38691,62,0.793,0.465,5,-8.134,0,0.271,0.648,0.000132,0.0871,0.898,141.85,193740,4,13,14
3970,AJR,Turning Out Pt. ii,5MKfN1QC8ZWKeQGDFJSxaq,57,1,4,5,1032462,79,0.431,0.19,9,-9.362,1,0.0371,0.859,0.0,0.1,0.128,76.925,223201,4,18,3
3971,Céline Dion,The Hard Way,5QTUjHjCA0BTP0bjVtC2Bu,57,1,11,5,3040364,81,0.418,0.504,4,-6.091,0,0.041,0.383,0.0,0.136,0.31,74.577,204907,4,12,11
3972,Action Pack,Choppas on Choppas (feat. NLE Choppa),5hMoQ4CXKaqIT8oyeC0QDx,59,2,7,5,5742,49,0.8,0.566,7,-7.32,1,0.237,0.00135,0.0,0.248,0.528,135.037,173560,4,37,11
3973,The Game,Blood Thicker Than Water,0Cn6RMxjLC6jt40ZVEW2mQ,0,2,11,5,2280946,77,0.396,0.56,4,-10.238,0,0.28,0.652,0.0,0.12,0.254,158.36,226492,4,24,8
3974,The Game,Rewind II,0KCKvB4p6ZWmElt6EnGHbC,0,1,11,5,2280946,77,0.804,0.609,10,-6.917,0,0.33,0.0151,0.0,0.0633,0.475,94.039,144768,4,9,8
3975,Mitchell Tenpenny,Just to See You Smile - Amazon Original,0KCLvp7viHNA3UsJyV0O6W,59,1,4,5,98211,70,0.544,0.729,7,-4.597,1,0.0298,0.0662,7.47e-06,0.104,0.335,156.049,269525,4,39,17
3976,The Game,40 Ounce Love,0uL1nVrhw7mmquvXJIF5wJ,0,2,11,5,2280946,77,0.522,0.733,1,-8.133,1,0.329,0.031,0.0,0.312,0.288,90.084,177623,4,13,8
3977,The Game,West Side,0wX5qQkp7iuzHtidir6Vhs,0,1,11,5,2280946,77,0.774,0.65,8,-6.4,1,0.25,0.126,2.63e-06,0.122,0.358,84.389,170397,4,9,8
3978,The Game,I Didn’t Wanna Write This Song,19uHFXIWTgmtGaOdA63xlp,0,2,11,5,2280946,77,0.436,0.533,0,-8.562,1,0.2,0.719,0.0,0.135,0.546,81.519,261909,1,30,8
3979,The Game,Gucci Flip Flops,1Lm3fpfCUXNUkicFaLIo1X,0,1,11,5,2280946,77,0.485,0.751,1,-6.625,1,0.503,0.295,0.0,0.151,0.532,162.151,223272,4,16,8
3980,The Game,Carmen Electra,1WyZEoujMg3uLePtyDqPN0,0,4,11,5,2280946,77,0.688,0.683,6,-5.146,1,0.274,0.00852,0.0,0.118,0.58,89.955,256054,4,14,8
3981,The Game,The Code,1knDG6hRiyjs3d7tG4GJ2Z,0,2,11,5,2280946,77,0.789,0.679,10,-6.236,0,0.275,0.0627,1.94e-06,0.0752,0.541,95.007,349265,4,8,8
3982,The Game,Born 2 Rap,2AUDpf0IOdibj2QY08QHSS,0,1,11,5,2280946,77,0.467,0.662,7,-7.458,1,0.705,0.513,0.0,0.674,0.511,79.774,230880,4,10,8
3983,The Game,Gangstas Make The Girls Go Wild,2kW8ak6C99pWmTtYxwpUPI,0,2,11,5,2280946,77,0.75,0.637,2,-8.221,1,0.396,0.0174,0.0,0.119,0.593,90.485,168404,4,31,8
3984,The Game,Stay Down,2nH5V9DKUQQvZQk1vgAGPT,0,2,11,5,2280946,77,0.594,0.383,0,-7.045,0,0.223,0.22,1.73e-05,0.0891,0.463,176.197,216243,4,9,8
3985,The Game,The Light,2t3LYa2rGWBwN87E6mfLqk,0,1,11,5,2280946,77,0.439,0.879,4,-7.006,0,0.478,0.0973,0.0,0.613,0.084,177.974,198995,4,9,8
3986,The Game,Roadside,44Wekt5PGSeyi4mblfDoLq,0,2,11,5,2280946,77,0.656,0.408,7,-8.031,1,0.0918,0.668,0.0,0.144,0.41,89.858,233956,4,8,8
3987,The Game,One Life,4CUoTkHeYj5RYxWbH44EK0,0,3,11,5,2280946,77,0.736,0.465,7,-9.467,1,0.454,0.382,0.0,0.117,0.364,82.902,314263,4,8,8
3988,The Game,Dead Homies,4QK5L90uI3MUtf7GThSHwu,0,2,11,5,2280946,77,0.732,0.692,4,-8.127,0,0.29,0.347,0.0,0.108,0.427,87.913,173226,4,11,8
3989,The Game,Gold Daytonas,4bS1c5cAGAmVPbOvCoyAOg,0,2,11,5,2280946,77,0.574,0.626,7,-7.318,1,0.378,0.197,0.0,0.19,0.567,79.498,157341,1,13,8
3990,The Game,City of Sin,4ewIjOPMjPcbvHVZ1458Sh,0,2,11,5,2280946,77,0.253,0.439,6,-8.817,1,0.0276,0.666,0.0432,0.198,0.192,144.642,103943,4,11,8
3991,The Game,Ask For Me,5XYSmQoMbtlU97oPjdL4Gr,0,1,11,5,2280946,77,0.421,0.805,9,-6.232,0,0.214,0.0631,0.0,0.0971,0.495,83.56,158014,4,10,8
3992,The Game,Hug The Block,5kixCfoEMGmixhg0s26tWy,0,1,11,5,2280946,77,0.581,0.67,8,-6.602,1,0.309,0.519,0.0,0.119,0.339,80.087,297612,4,13,8
3993,The Game,Five Hundred Dollar Candles,63ex7pJFJQ2o5FumzhkAEC,0,2,11,5,2280946,77,0.772,0.647,10,-6.484,0,0.131,0.52,0.0,0.138,0.606,73.986,287690,4,27,8
3994,The Game,No Smoke,6gmOXwz3qaVoxcDL5uPqm0,0,3,11,5,2280946,77,0.329,0.783,3,-6.422,0,0.234,0.0406,0.0,0.113,0.227,175.926,199928,3,8,8
3995,The Game,Help Me - Interlude,76JyMNcqr1Bx10O9a3yl6Q,0,2,11,5,2280946,77,0.393,0.435,6,-7.756,0,0.0328,0.703,0.0,0.386,0.406,112.28,138183,4,19,8
3996,The Game,Cross On Jesus Back,7JbhSKOk9Dx4Zyj22wDNBA,0,2,11,5,2280946,77,0.658,0.562,11,-8.725,0,0.323,0.102,0.0,0.191,0.458,148.186,208754,4,19,8
3997,The Game,Welcome Home,7r3uEafQW9ILlwDncWfLFA,0,2,11,5,2280946,77,0.482,0.751,11,-5.263,0,0.289,0.328,0.0,0.314,0.582,168.74,273718,4,12,8
3998,Rexx Life Raj,Moonwalk,382qrGyccNifmqSuNgnFEk,62,2,9,4,52666,64,0.632,0.39,9,-16.784,0,0.343,0.33,0.0,0.0923,0.728,149.826,168864,4,8,13
3999,Kidz Bop Kids,Without Me,0LmNg9pqYhCyuMriBekb3z,37,1,11,5,391304,73,0.741,0.545,6,-5.175,1,0.0493,0.571,0.0,0.166,0.625,136.025,197360,4,10,13
4000,Calibre 50,El Amor No Fue Pa´Mí - En Vivo,1SU39wQVCaPJTN5kjtEe9a,51,2,11,5,3104966,79,0.368,0.809,8,-7.416,1,0.215,0.199,0.0,0.792,0.836,171.5,182467,4,30,10
4001,Kidz Bop Kids,You Say,0uiYBV1Ja2ni1C0ovthBxf,37,1,11,5,391304,73,0.604,0.482,8,-7.255,1,0.025,0.843,0.000202,0.0965,0.486,148.047,192760,4,7,13
4002,Johann Sebastian Bach,"Keyboard Concerto No. 1 in D Minor, BWV 1052: I. Allegro",5f8r6iIqLy02zQ6tAMexJV,39,2,11,5,2350327,80,0.511,0.198,2,-20.634,0,0.0327,0.991,0.831,0.133,0.525,106.1,444787,4,56,21
4003,Céline Dion,Look at Us Now,0u8yYdOuMq7KyslQ4Chi5z,57,1,11,5,3040364,81,0.664,0.546,10,-5.333,1,0.0827,0.062,0.0,0.297,0.165,85.92,198227,4,14,11
4004,CNCO,De Cero,6N7I3N37xvT9kPWfXNgDmo,70,1,10,5,6044151,81,0.809,0.676,11,-5.373,1,0.129,0.0316,0.0,0.0921,0.815,94.005,219453,4,7,4
4005,The 1975,People,39sJbSgJmIrB9J1pkRbpaX,65,1,8,4,3613476,82,0.492,0.926,0,-5.257,1,0.188,3.74e-05,0.0187,0.475,0.479,149.957,160008,4,6,8
4006,Paul McCartney,Home Tonight,1oThOGPVYA2nHmw2K2DfFw,57,1,11,5,2574374,78,0.71,0.639,9,-5.319,1,0.0272,0.0119,0.0073,0.334,0.887,127.004,184333,4,12,14
4007,Ally Brooke,Low Key (feat. Tyga),7xhvCzIguRfyfQyGrnWuVn,64,2,1,4,258858,64,0.79,0.546,6,-5.553,0,0.0383,0.369,2.55e-06,0.128,0.748,109.014,201385,4,20,11
4008,Jennifer Lopez,Baila Conmigo,0mD63phUwHYnlvAJn8NgqC,71,1,10,5,7244912,80,0.795,0.758,7,-6.032,0,0.0556,0.0365,0.0014,0.0706,0.593,128.005,163998,4,13,14
4009,Thomasine Robinson,This Morning,4222J8ROCEqgnnLqCC6Z7l,65,1,11,5,4,52,0.484,0.0431,1,-25.011,1,0.0476,0.996,0.95,0.106,0.516,64.746,99000,4,12,18
4010,Colt Ford,Slow Ride,1vUsX6TpOfLbvde0Jcgzz2,59,2,8,5,628246,68,0.672,0.772,11,-4.732,0,0.0463,0.00278,0.0,0.188,0.635,142.014,174635,4,9,9
4011,Chris Brown,Back To Love,2HDqP1ao45k1t7mPe7lo4C,63,1,6,5,9943821,93,0.73,0.922,5,-3.382,0,0.0611,0.0936,0.0,0.165,0.511,122.927,220480,4,12,11
4012,Kidz Bop Kids,Bad Liar,7GTOWL0UdKSRWAxVZyJdfX,36,1,11,5,391304,73,0.476,0.483,3,-6.956,1,0.0342,0.235,0.0,0.197,0.095,177.954,207440,4,8,13
4013,Kidz Bop Kids,This Feeling,6dfYPoJRF1AM1yaTv17OLn,36,1,11,5,391304,73,0.558,0.631,1,-5.995,1,0.0342,0.18,0.0,0.0711,0.508,105.178,200813,4,12,13
4014,Maddie & Tae,Everywhere I'm Goin',74EV2uPNEXmX3UGInlPxM3,60,1,10,5,448711,68,0.52,0.689,7,-4.64,1,0.0307,0.367,2.1e-05,0.119,0.39,79.007,210200,4,20,12
4015,Sara Bareilles,Fire,3Zx5ylimOCecAT0yai8sPK,60,1,5,5,1299480,75,0.666,0.726,10,-7.921,0,0.0571,0.485,0.00165,0.363,0.462,107.032,229627,4,4,14
4016,Kidz Bop Kids,Échame la Culpa,7M5jZ6i0vb3Ni5o56TN4CN,36,1,11,5,391304,73,0.767,0.791,0,-3.733,1,0.122,0.0258,0.0,0.152,0.7,96.019,171667,4,15,13
4017,Piano Novel,Connected Colors (Solo Piano Version),73Q5VDA6CXofjBtGGWEZEQ,65,1,5,5,17230,63,0.2,0.0623,3,-24.922,0,0.0474,0.992,0.941,0.116,0.101,122.392,168587,4,37,11
4018,Hayley Kiyoko,L.O.V.E. Me,645Dfv2sXgswJEVx3uckfm,62,1,11,5,1025801,70,0.777,0.633,6,-5.21,1,0.0305,0.0149,0.0,0.0913,0.944,110.027,159288,4,11,13
