,popularity,num_artists,release_month,release_weekday,artist_followers,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_len,artist_len,duration
5355,1,5,9,4,4176240,87,0.862,0.693,10,-4.096,0,0.27699999999999997,0.162,0.0,0.114,0.44,81.984,4,41,6,223.389
5356,0,2,7,5,329881,66,0.623,0.7609999999999999,0,-6.084,1,0.0312,0.0223,0.000246,0.39,0.456,99.055,4,8,4,269.89300000000003
5357,0,2,6,6,189695,74,0.612,0.722,5,-7.497999999999999,0,0.0401,0.298,0.0,0.0903,0.604,146.995,4,11,6,189.702
5358,0,7,11,5,1761348,81,0.355,0.38799999999999996,9,-13.43,0,0.0337,0.0113,0.937,0.0751,0.106,96.181,3,28,11,129.217
5359,0,1,8,5,1061258,82,0.516,0.529,7,-8.357999999999999,1,0.17800000000000002,0.746,0.0013800000000000002,0.428,0.141,150.071,4,14,12,263.067
5360,0,1,8,5,194562,77,0.7759999999999999,0.72,0,-5.794,1,0.0539,0.106,3.21e-06,0.134,0.799,83.988,4,9,9,178.09
5361,0,1,9,5,20750,56,0.49700000000000005,0.527,0,-5.192,1,0.0276,0.691,2.4100000000000003e-05,0.0629,0.293,137.061,4,20,13,209.893
5362,1,2,2,5,477800,73,0.915,0.6659999999999999,1,-2.52,1,0.0402,0.0036799999999999997,0.00295,0.253,0.0386,124.057,4,11,12,145.168
5363,0,1,8,3,16469,58,0.943,0.597,2,-7.686,1,0.349,0.0181,0.0,0.109,0.42200000000000004,99.994,4,11,11,154.096
5364,0,2,11,5,120963,69,0.8109999999999999,0.446,9,-8.742,0,0.179,0.0481,0.000223,0.485,0.501,143.952,3,9,9,135.44
5365,0,1,4,5,119400,61,0.5429999999999999,0.7809999999999999,1,-4.854,0,0.0988,0.0879,0.0,0.0868,0.522,150.174,4,15,13,195.20000000000002
5366,1,1,10,1,908852,74,0.732,0.856,0,-4.894,1,0.0744,0.21,0.0,0.0956,0.654,109.022,4,38,19,230.04
5367,1,1,10,5,979190,83,0.512,0.44299999999999995,7,-11.157,1,0.0511,0.0921,0.20199999999999999,0.0898,0.24100000000000002,78.895,4,15,8,153.89000000000001
5368,1,2,5,5,1384373,90,0.7340000000000001,0.7929999999999999,6,-4.731,1,0.0454,0.128,0.0,0.0658,0.511,89.961,4,38,13,235.315
5369,0,1,5,5,1476635,75,0.815,0.284,0,-7.057,1,0.0427,0.867,0.00105,0.0987,0.449,73.785,4,4,15,98.34700000000001
5370,0,2,1,5,1919824,88,0.568,0.7240000000000001,0,-4.651,1,0.185,0.11800000000000001,0.0,0.11699999999999999,0.59,170.062,4,30,9,254.139
5371,0,1,10,5,232691,66,0.433,0.688,7,-7.377999999999999,0,0.0376,0.00302,0.00195,0.153,0.23199999999999998,105.01799999999999,4,11,11,282.027
5372,0,2,11,2,608742,74,0.5589999999999999,0.243,1,-12.453,1,0.0326,0.925,0.935,0.10800000000000001,0.162,69.941,4,29,3,213.0
5373,0,1,7,5,171589,59,0.5710000000000001,0.522,0,-11.317,0,0.0271,0.048,0.0,0.0978,0.442,89.985,4,21,12,226.887
5374,0,2,9,1,276995,76,0.418,0.28300000000000003,11,-10.498,0,0.0366,0.792,2.42e-05,0.249,0.327,83.07799999999999,4,30,15,86.878
5375,1,1,9,5,24,49,0.217,0.0385,5,-24.451,1,0.0563,0.992,0.904,0.111,0.0744,207.053,4,18,13,238.0
5376,0,2,5,5,1476635,75,0.284,0.457,0,-9.238999999999999,1,0.0382,0.0817,0.0,0.413,0.293,86.88,4,34,15,153.787
5377,1,1,10,1,19,51,0.242,0.0192,7,-29.824,1,0.06,0.991,0.9259999999999999,0.111,0.128,64.39,3,10,13,179.818
5378,0,3,11,5,120963,69,0.872,0.524,10,-7.562,0,0.33399999999999996,0.13699999999999998,0.0,0.121,0.605,140.093,4,8,9,169.453
5379,0,2,2,3,822191,78,0.721,0.552,5,-8.568,1,0.0409,0.147,0.0,0.0981,0.18600000000000003,106.02799999999999,4,6,4,182.23
5380,1,2,5,5,258858,64,0.644,0.59,6,-6.358,0,0.168,0.0221,0.0,0.18,0.669,87.915,4,45,11,166.762
5381,1,2,6,5,3541956,81,0.8140000000000001,0.6829999999999999,1,-7.091,1,0.304,0.0596,1.92e-05,0.6709999999999999,0.473,91.963,4,22,7,298.164
5382,0,4,11,5,2800655,79,0.531,0.877,5,-5.685,0,0.0612,0.00248,0.00451,0.813,0.276,124.001,4,56,8,176.129
5383,1,1,5,5,479431,69,0.6459999999999999,0.524,2,-4.905,0,0.0376,0.629,0.0,0.0537,0.96,144.861,4,17,21,182.107
5384,1,3,8,5,816,49,0.8859999999999999,0.7240000000000001,8,-7.382999999999999,0,0.408,0.157,1.3000000000000001e-05,0.14400000000000002,0.682,74.95,4,14,8,152.457
5385,1,1,8,5,66,53,0.231,0.0292,9,-24.986,0,0.0349,0.981,0.884,0.10300000000000001,0.11800000000000001,67.762,4,9,11,146.04500000000002
5386,0,1,11,5,71101,63,0.857,0.58,1,-8.32,1,0.213,0.0089,2.1600000000000003e-05,0.0882,0.527,156.039,4,9,10,122.373
5387,0,1,10,4,243017,71,0.564,0.723,2,-6.983,0,0.0702,0.000741,0.672,0.5429999999999999,0.466,121.97,4,6,8,180.84300000000002
5388,1,2,11,5,1004980,78,0.851,0.688,11,-4.038,1,0.0565,0.23800000000000002,1.93e-05,0.105,0.732,103.98200000000001,4,7,9,259.6
5389,0,1,4,5,1764484,78,0.539,0.7879999999999999,9,-3.228,0,0.0397,0.0089,0.0,0.29,0.35700000000000004,159.983,4,14,17,196.173
5390,1,2,7,4,15936168,87,0.691,0.557,7,-5.4479999999999995,0,0.0454,0.10400000000000001,0.0,0.42700000000000005,0.193,87.546,4,17,11,225.096
5391,1,3,7,4,54656985,97,0.7020000000000001,0.794,3,-5.912999999999999,1,0.0562,0.00715,4.5600000000000004e-05,0.11,0.37,103.97200000000001,4,44,10,162.08100000000002
